"product_sku","design_number","stock_quantity","category","size","color"
JNE3886-KR-XL,JNE3886,72,Kurta,XL,Red
J0041-SET-XXXL,J0041,3,Kurta Set,XXXL,Light Green
CH205-YELLOW-XXL,CH205,2,Leggings,XXL,Yellow
J0038-DR-XXXL,J0038,2,Dress,XXXL,Peach
SET433-KR-NP-XL,SET433,31,Set,XL,Teal
SET374-KR-NP-XXL,SET374,40,Set,XXL,Mustard
J0417-TP-M,J0417,8,Top,M,Sea Green
BTM042-PP-M,BTM042,3,Palazzo,M,Mustard
J0251-SKD-XL,J0251,7,Kurta Set,XL,Mustard
JAN8666-TP-M,JAN8666,3,Top,M,Green
JNE2014-KR-178-XXXL,JNE2014,29,Kurta,XXXL,Multicolor
NW037-TP-SR-XXL,NW037,9,Night Wear,XXL,Pink
J0286-KR-XL,J0286,2,Kurta,XL,Beige
J0284-SKD-XL,J0284,1,Kurta Set,XL,Sky Blue
J0034-SET-M,J0034,47,Kurta Set,M,Lemon
JNE3719-KR-L,JNE3719,56,Kurta,L,Teal Green
J0048-TP-M,J0048,3,Top,M,Lime Green
JNE3524-KR-XL,JNE3524,33,Kurta,XL,Blue
SET340-KR-NP-XS,SET340,5,Set,XS,Maroon
JNE3252-KR-M,JNE3252,11,Kurta,M,Pink
JNE3424-KR-XXXL,JNE3424,1,Kurta,XXXL,Blue
JNE3750-KR-XS,JNE3750,19,Kurta,XS,Navy Blue
JNE3474-KR-XL,JNE3474,44,Kurta,XL,Turquoise Blue
J0262-KR-S,J0262,2,Kurta,S,Grey
BL089-XL,BL089,8,Blouse,XL,Multicolor
PJNE1906-KR-5XL,PJNE1906,36,Kurta,"5XL",Black
SET072-KR-SHA-L,SET072,1,Kurta Set,L,Brown
JNE3660-TP-XXL,JNE3660,11,Top,XXL,Sky Blue
JNE3313-KR-M,JNE3313,51,Kurta,M,Black
JNE3460-KR-L,JNE3460,24,Kurta,L,Maroon
MEN5024-KR-M,MEN5024,8,Kurta,M,Blue
JNE3630-KR-XXL,JNE3630,4,Kurta,XXL,Blue
JNE3507-KR-XS,JNE3507,1,Kurta,XS,Grey
JNE3408-KR-XS,JNE3408,13,Kurta,XS,Black
JNE3840-KR-S,JNE3840,9,Kurta,S,Wine
JNE3709-DR-XXL,JNE3709,2,Dress,XXL,Mustard
JNE3534-KR-M,JNE3534,6,Kurta,M,Turquoise
JNE3854-KR-L,JNE3854,4,Kurta,L,Olive Green
SET344-KR-NP-L,SET344,3,Set,L,Red
JNE3601-KR-M,JNE3601,83,Kurta,M,Light Green
SET433-KR-NP-XS,SET433,54,Set,XS,Teal
NW007-ST-CP-XXXL,NW007,8,Night Wear,XXXL,White
J0112-TP-M,J0112,4,Top,M,Green
SET415-KR-NP-XXL,SET415,56,Set,XXL,Green
SET389-KR-NP-M,SET389,3,Set,M,White
MEN5019-KR-XXXL,MEN5019,3,Kurta,XXXL,Navy Blue
JNE3673-TU-L,JNE3673,1,Top,L,Mustard
JNE3906-KR-XL,JNE3906,71,Kurti,XL,Navy Blue
JNE3704-KR-L,JNE3704,19,Kurta,L,Brown
MEN5015-KR-XXL,MEN5015,4,Kurta,XXL,Pink
JAN8646-KR-NP-L,JAN8646,2,Set,L,Off White
J0434-DR-XS,J0434,48,Dress,XS,White
JNE3042-KR-XXL,JNE3042,5,Kurta,XXL,Grey
J0111-TP-XXL,J0111,5,Top,XXL,Green
J0339-DR-XXXL,J0339,10,Dress,XXXL,Green
J0203-TP-L,J0203,2,Top,L,Green
SET300-KR-NP-XXL,SET300,24,Set,XXL,Coral
JNE3463-KR-XXL,JNE3463,98,Kurta,XXL,Light Green
JNE3544-KR-XXL,JNE3544,3,Kurta,XXL,Green
JNE3576-KR-XS,JNE3576,8,Kurta,XS,Black
JNE3627-KR-XXL,JNE3627,3,Kurta,XXL,Turquoise Blue
JNE3688-TU-XXXL,JNE3688,22,Tunic,XXXL,Green
JNE3795-KR-XXXL,JNE3795,122,Kurta,XXXL,Blue
JNE3797-KR-S,JNE3797,2,Kurta,S,Green
SET038-KR-PP-M,SET038,15,Kurta Set,M,Red
J0235-SKD-XS,J0235,52,Kurta Set,XS,Rust
SET436-KR-NP-L,SET436,34,Set,L,Pink
JNE3910-KR-XL,JNE3910,68,Kurta,XL,Navy Blue
JNE3401-KR-L,JNE3401,3,Kurta,L,Brown
J0084-TP-XS,J0084,2,Top,XS,Blue
J0420-TP-XXL,J0420,32,Top,XXL,Pink
J0159-DR-L,J0159,3,Dress,L,Blue
JNE3279-KR-XXXL,JNE3279,4,Kurta,XXXL,Peach
JNE3531-KR-M,JNE3531,4,Kurta,M,Cream
J0435-DR-XXL,J0435,19,Dress,XXL,Pink
JNE3890-TP-S,JNE3890,77,Top,S,Cream
JAN8615-TP-XL,JAN8615,2,Top,XL,Blue
JAN8678-KR-L,JAN8678,4,Kurta,L,Pink
SET291-KR-PP-S,SET291,15,Kurta Set,S,Teal
JNE3693-KR-XXL,JNE3693,2,Kurta,XXL,Grey
JAN8636-KR-NP-S,JAN8636,4,Set,S,Grey
JNE3907-KR-XL,JNE3907,71,Kurta,XL,Navy Blue
J0338-DR-S,J0338,245,Dress,S,Mustard
JNE3252-KR-S,JNE3252,8,Kurta,S,Pink
J0336-TP-XXXL,J0336,48,Top,XXXL,Blue
J0022-KR-XXXL,J0022,2,Kurta,XXXL,Lemon Yellow
JNE3725-KR-S,JNE3725,2,Kurta,S,Brown
SET410-KR-NP-XXL,SET410,37,Set,XXL,Green
J0049-TP-XS,J0049,8,Top,XS,Beige
SET282-KR-PP-S,SET282,14,Kurta Set,S,Yellow
JNE3675-TU-M,JNE3675,16,Tunic,M,Pink
BL092-M,BL092,22,Blouse,M,Blue
JNE3679-TU-L,JNE3679,3,Tunic,L,Blue
JNE3623-KR-M,JNE3623,2,Kurta,M,Green
JNE3905-DR-XXXL,JNE3905,4,Dress,XXXL,Off White
JNE3847-KR-M,JNE3847,4,Kurta,M,Teal Green
JNE2171-KR-437-XS,JNE2171,29,Kurta,XS,White
J0306-DR-XL,J0306,5,Dress,XL,Red
J0355-KR-M,J0355,33,Kurta,M,Blue
J0337-TP-XL,J0337,75,Top,XL,Mustard
SET360-KR-NP-XXL,SET360,6,Set,XXL,Light Pink
JNE3769-KR-S,JNE3769,33,Kurta,S,Blue
SAR039,SAR039,2,Saree,FREE,Grey
JNE3804-KR-XL,JNE3804,64,Kurta,XL,Grey
JNE2049-KR-351-XS,JNE2049,20,Kurta,XS,Black
J0079-SKD-XXXL,J0079,37,Kurta Set,XXXL,Pink
JNE3736-KR-S,JNE3736,32,Kurta,S,Pink
JNE3784-KR-XXXL,JNE3784,137,Kurta,XXXL,Green
JNE3030-KR-L,JNE3030,7,Kurta,L,Maroon
JAN8655-DR-M,JAN8655,3,Dress,M,Cream
J0401-DR-XS,J0401,5,Dress,XS,Yellow
JNE3451-KR-XXL,JNE3451,40,Kurta,XXL,Light Pink
J0130-SET-XXL,J0130,3,Kurta Set,XXL,Green
JNE3460-KR-XS,JNE3460,21,Kurta,XS,Maroon
SET343-KR-NP-S,SET343,45,Set,S,Off White
JNE3579-KR-S,JNE3579,8,Kurta,S,Grey
JNE3717-KR-S,JNE3717,69,Kurta,S,Light Green
SET325-KR-NP-XXXL,SET325,9,Kurta Set,XXXL,Black
J0127-SKD-XXL,J0127,33,Kurta Set,XXL,Multicolor
BL101-XXL,BL101,2,Blouse,XXL,Grey
JNE3707-DR-XXL,JNE3707,19,Dress,XXL,Cream
J0119-TP-S,J0119,60,Top,S,Mustard
SET351-KR-NP-M,SET351,30,Set,M,Black
JAN8670-DR-XXL,JAN8670,3,Dress,XXL,Blue
JNE3446-KR-XL,JNE3446,1,Kurta,XL,Grey
JAN8677-KR-XXL,JAN8677,16,Kurta,XXL,Sea Green
SET262-KR-NP-XL,SET262,2,Kurta Set,XL,Green
J0104-KR-L,J0104,1,Kurta,L,Indigo
JNE2270-KR-487-XS,JNE2270,173,Kurta,XS,Beige
JNE3836-KR-XXXL,JNE3836,34,Kurta,XXXL,Sea Green
MEN5029-KR-XXL,MEN5029,16,Kurta,XXL,Blue
J0187-KR-XL,J0187,1,Kurta,XL,Black
JNE3630-KR-L,JNE3630,11,Kurta,L,Blue
JNE3627-KR-XXXL,JNE3627,2,Kurta,XXXL,Turquoise Blue
J0345-SET-XL,J0345,8,Set,XL,Cream
NW015-TP-PJ-XL,NW015,2,Night Wear,XL,Grey
JNE3455-KR-L,JNE3455,7,Kurta,L,Black
SET062-KR-SP-XS,SET062,1,Kurta Set,XS,Black
JNE3693-KR-XL,JNE3693,1,Kurta,XL,Grey
AN206-GREEN-XL,AN206,15,Leggings,XL,Green
JNE3526-KR-XS,JNE3526,3,Kurta,XS,Grey
SET415-KR-NP-XS,SET415,49,Set,XS,Green
JNE3908-KR-XXXL,JNE3908,41,Kurta,XXXL,Navy Blue
J0378-SKD-M,J0378,1,Set,M,Green
JNE3702-KR-XL,JNE3702,29,Kurta,XL,Light Green
J0207-DR-XXXL,J0207,10,Dress,XXXL,Olive
JNE3860-DR-L,JNE3860,8,Dress,L,Blue
SET285-KR-SHA-XXXL,SET285,3,Set,XXXL,Teal
JNE3548-KR-XL,JNE3548,154,Kurta,XL,Dark Blue
JAN8633-KR-NP-L,JAN8633,26,Set,L,Maroon
J0277-SKD-XS,J0277,72,Kurta Set,XS,Gold
JAN8603-DR-L,JAN8603,1,Dress,L,Light Pink
J0371-SKD-L,J0371,3,Kurta Set,L,Teal
J0415-DR-XXXL,J0415,7,Dress,XXXL,Coral Pink
JNE3881-DR-L,JNE3881,2,Dress,L,Blue
JNE3389-KR-XS,JNE3389,6,Kurta,XS,Blue
JNE3440-KR-XS,JNE3440,16,Kurta,XS,White
JNE3776-KR-L,JNE3776,3,Kurta,L,Green
SET401-KR-NP-S,SET401,14,Set,S,Black
SET263-KR-NP-XXXL,SET263,28,Kurta Set,XXXL,Turquoise
BTM046-PP-L,BTM046,3,Palazzo,L,Navy Blue
JNE3370-KR-XXL,JNE3370,4,Kurta,XXL,Red
JNE3781-KR-XXL,JNE3781,112,Kurta,XXL,Green
SET263-KR-NP-XS,SET263,40,Kurta Set,XS,Turquoise
JNE3732-KR-S,JNE3732,35,Kurta,S,Black
SET271-KR-NP-XL,SET271,5,Kurta,XL,Green
SAR137,SAR137,6,Saree,FREE,Purple
SET346-KR-PP-L,SET346,38,Set,L,Beige
JAN8636-KR-NP-L,JAN8636,16,Set,L,Grey
JNE3443-KR-S,JNE3443,176,Kurta,S,Beige
SET210-KR-PP-S,SET210,2,Kurta Set,S,Grey
JNE3768-KR-L,JNE3768,70,Kurta,L,Peach
JNE3631-DR-XXXL,JNE3631,2,Dress,XXXL,Blue
MEN5025-KR-M,MEN5025,3,Kurta,M,Blue
SET139-KR-PP-XS,SET139,1,Set,XS,Maroon
BL089-XS,BL089,4,Blouse,XS,Multicolor
MEN5031-KR-M,MEN5031,21,Kurta,M,Maroon
J0277-SKD-S,J0277,78,Kurta Set,S,Gold
JNE3371-KR-XXL,JNE3371,4,Kurta,XXL,Light Green
JNE3757-KR-XL,JNE3757,18,Kurta,XL,Light Green
JNE3485-KR-S,JNE3485,81,Kurta,S,Grey
SET332-KR-PP-XXXL,SET332,14,Set,XXXL,Black
MEN5008-KR-XXL,MEN5008,5,Kurta,XXL,Blue
J0041-SET-S,J0041,3,Kurta Set,S,Light Green
JNE3472-KR-XL,JNE3472,1,Kurta,XL,Maroon
J0154-DR-XXL,J0154,2,Dress,XXL,Multicolor
SET335-KR-NP-XS,SET335,59,Set,XS,Black
JNE3501-KR-M,JNE3501,7,Kurta,M,Pink
SAR131,SAR131,6,Saree,FREE,Red
JNE2131-KR-A-XXL,JNE2131,7,Kurta,XXL,Multicolor
SET199-KR-NP-XS,SET199,40,Kurta Set,XS,Peach
JNE3407-KR-XXXL,JNE3407,2,Kurta,XXXL,Olive Green
SET437-KR-PP-L,SET437,72,Set,L,Wine
J0095-SET-XXXL,J0095,1,Kurta Set,XXXL,Blue
JNE3888-KR-XXXL,JNE3888,30,Kurta,XXXL,Multicolor
JNE3863-TU-XL,JNE3863,2,Tunic,XL,Light Blue
SET192-KR-NP-XL,SET192,4,Kurta Set,XL,Teal
JNE3554-KR-XL,JNE3554,3,Kurta,XL,Yellow
JNE3734-KR-M,JNE3734,17,Kurta,M,Sky Blue
J0199-SET-XL,J0199,2,Set,XL,Black
SET238-KR-PP-M,SET238,2,Kurta Set,M,Grey
J0112-TP-L,J0112,4,Top,L,Green
J0170-TP-M,J0170,1,Top,M,Blue
JNE3603-KR-XXL,JNE3603,6,Kurta,XXL,Wine
J0186-SET-XXXL,J0186,2,Kurta Set,XXXL,Black
JNE3786-KR-L,JNE3786,2,Kurta,L,Black
JNE2294-KR-A-M,JNE2294,8,Kurta,M,Yellow
SET155-KR-PP-XL,SET155,1,Kurta Set,XL,Grey
J0012-SKD-L,J0012,10,Kurta Set,L,Green
JNE3476-KR-XS,JNE3476,10,Kurta,XS,Peach
J0302-DR-S,J0302,2,Dress,S,Grey
JNE3778-KR-XXXL,JNE3778,22,Kurta,XXXL,Green
SET369-KR-NP-S,SET369,10,Set,S,Light Pink
NW038-ST-SR-XXXL,NW038,6,Night Wear,XXXL,Blue
J0238-LCD-XL,J0238,7,Lehenga Choli,XL,White
SET245-KR-NP-M,SET245,113,Kurta Set,M,Mustard
SET091-KR-NP-S,SET091,3,Set,S,Beige
JNE3561-KR-XL,JNE3561,4,Kurta,XL,Beige
J0172-TP-XXL,J0172,16,Top,XXL,Blue
JNE3461-KR-L,JNE3461,4,Kurta,L,Teal
BL099-XXL,BL099,4,Blouse,XXL,Black
AN212-WHITE-S,AN212,13,Leggings,S,White
SET187-KR-DH-S,SET187,136,Kurta Set,S,Peach
JAN8661-KR-NP-M,JAN8661,5,Set,M,Red
J0082-TP-XL,J0082,2,Crop Top,XL,Black
J0154-DR-XXXL,J0154,2,Dress,XXXL,Multicolor
JNE3846-KR-L,JNE3846,9,Kurta,L,Magenta
JNE3674-TU-XS,JNE3674,9,Top,XS,Black
SET308-KR-PP-XXL,SET308,29,Kurta Set,XXL,Grey
JNE3337-KR-L,JNE3337,2,Kurta,L,Peach
JNE2170-KR-436-M,JNE2170,83,Kurta,M,Black
JNE3856-KR-XS,JNE3856,21,Kurta,XS,Pink
J0340-TP-XL,J0340,21,Top,XL,Green
JNE09209-MULTI-SR-JP8101RMV,JNE09209,24,Saree,FREE,Teal
AN211-BLACK-S,AN211,7,Leggings,S,Black
JNE3796-KR-XXL,JNE3796,9,Kurta,XXL,Peach
SET233-KR-PP-M,SET233,4,Kurta Set,M,Pink
SET201-KR-NP-XS,SET201,11,Kurta Set,XS,Olive
JNE3504-KR-XXL,JNE3504,2,Kurta,XXL,Green
JAN8654-KR-S,JAN8654,2,Kurta,S,Mustard
SET448-KR-PP-XXXL,SET448,65,Set,XXXL,Dark Blue
JNE3764-KR-XL,JNE3764,33,Kurta,XL,Magenta
J0223-SKD-S,J0223,28,Set,S,Purple
JNE3708-TU-XS,JNE3708,24,Tunic,XS,White
J0188-KR-XL,J0188,2,Kurta,XL,Off White
JNE3781-KR-L,JNE3781,86,Kurta,L,Green
JNE3575-KR-XS,JNE3575,21,Kurta,XS,Pink
JAN8658-KR-S,JAN8658,13,Kurta,S,Red
JNE3622-KR-L,JNE3622,5,Kurta,L,Black
JNE3417-KR-XXL,JNE3417,21,Kurta,XXL,Red
JNE3895-TP-XXL,JNE3895,61,Top,XXL,Beige
J0057-DR-XL,J0057,2,Dress,XL,Green
JNE3773-KR-XXXL,JNE3773,2,Kurta,XXXL,Grey
SET187-KR-DH-XXXL,SET187,52,Kurta Set,XXXL,Peach
J0379-SKD-XS,J0379,19,Set,XS,Green
JNE3547-KR-M,JNE3547,26,Kurta,M,Turquoise Blue
J0182-SET-XL,J0182,1,Kurta Set,XL,Off White
J0317-KR-M,J0317,2,Kurta,M,Red
SET345-KR-NP-XXL,SET345,54,Kurta Set,XXL,Pink
JNE3415-KR-S,JNE3415,4,Kurta,S,Red
J0049-TP-S,J0049,4,Top,S,Beige
J0034-SET-S,J0034,34,Kurta Set,S,Lemon
SET435-KR-NP-XL,SET435,40,Set,XL,Yellow
SET194-KR-NP-XL,SET194,27,Kurta Set,XL,Mustard
SET285-KR-SHA-L,SET285,7,Set,L,Teal
J0348-SET-XXXL,J0348,34,Set,XXXL,Mustard
SET243-KR-PP-XXXL,SET243,3,Kurta Set,XXXL,Blue
BL109-XXL,BL109,9,Blouse,XXL,Gold
MEN5011-KR-XL,MEN5011,9,Kurta,XL,Blue
PJNE3399-KR-5XL,PJNE3399,19,Kurta,"5XL",Turquoise Blue
J0291-JS-XXL,J0291,11,Jumpsuit,XXL,White
J0249-SKD-XS,J0249,47,Kurta Set,XS,Blue
SET308-KR-PP-L,SET308,48,Kurta Set,L,Grey
J0299-KR-XXL,J0299,4,Kurta,XXL,Cream
JNE3659-TP-XL,JNE3659,76,Top,XL,Teal
JNE3708-TU-XXXL,JNE3708,27,Tunic,XXXL,White
JNE3575-KR-M,JNE3575,4,Kurta,M,Pink
JAN8624-DR-XL,JAN8624,12,Dress,XL,White
J0301-TP-XXXL,J0301,180,Top,XXXL,Red
MEN5018-KR-XL,MEN5018,23,Kurta,XL,Blue
JNE3881-DR-S,JNE3881,2,Dress,S,Blue
SET132-KR-NP-XXL,SET132,10,Kurta Set,XXL,Light Green
JNE3899-KR-M,JNE3899,24,Kurta,M,Yellow
JNE3479-KR-M,JNE3479,6,Kurta,M,Black
JNE3891-TP-XXL,JNE3891,66,Top,XXL,Light Green
AN211-BLACK-L,AN211,2,Leggings,L,Black
SET130-KR-NP-XXL,SET130,10,Kurta Set,XXL,Magenta
JNE3403-KR-XL,JNE3403,1,Kurta,XL,Maroon
J0302-DR-XXL,J0302,3,Dress,XXL,Grey
JAN8608-KR-L,JAN8608,9,Kurta,L,Beige
JNE3745-KR-L,JNE3745,55,Kurta,L,Teal Green
J0241-SKD-S,J0241,30,Kurta Set,S,Off White
AN210-NAVY-S,AN210,4,Leggings,S,Navy Blue
J0350-SET-M,J0350,2,Set,M,Cream
J0175-KR-M,J0175,9,Kurta,M,Maroon
J0072-KR-XXL,J0072,1,Kurta,XXL,Mustard
J0108-SKD-S,J0108,2,Kurta Set,S,Light Green
J0015-DR-S,J0015,3,Dress,S,Light Pink
JNE3534-KR-L,JNE3534,2,Kurta,L,Turquoise
J0420-TP-M,J0420,12,Top,M,Pink
SET192-KR-NP-M,SET192,6,Kurta Set,M,Teal
SET357-KR-NP-S,SET357,1,Set,S,Pink
SET275-KR-NP-M,SET275,2,Set,M,Blue
SET373-KR-PP-XXXL,SET373,52,Set,XXXL,Maroon
JNE3765-KR-L,JNE3765,141,Kurta,L,Mustard
JNE3785-KR-XS,JNE3785,45,Kurta,XS,Coral
JNE3760-KR-XL,JNE3760,23,Kurta,XL,Teal
JNE3567-KR-S,JNE3567,210,Kurta,S,Blue
SET305-KR-DPT-M,SET305,55,Kurta Set,M,Peach
JNE3441-KR-L,JNE3441,92,Kurta,L,Pink
JNE3718-KR-L,JNE3718,104,Kurta,L,Navy Blue
JNE3365-KR-1052-XL,JNE3365,10,Kurta,XL,Mustard
JNE3348-KR-L,JNE3348,10,Kurta,L,Pink
JNE3610-KR-L,JNE3610,32,Kurta,L,Teal Green
JNE3863-TU-XXL,JNE3863,3,Tunic,XXL,Light Blue
JNE3401-KR-XXXL,JNE3401,1,Kurta,XXXL,Brown
BL099-S,BL099,9,Blouse,S,Black
NW020-ST-SR-XL,NW020,6,Night Wear,XL,Peach
BTM002-XL,BTM002,22,Pant,XL,White
JNE3745-KR-M,JNE3745,61,Kurta,M,Teal Green
SET236-KR-PP-L,SET236,8,Set,L,Pink
JNE3605-KR-XXXL,JNE3605,15,Kurta,XXXL,Pink
MEN5024-KR-XXL,MEN5024,31,Kurta,XXL,Blue
SET048-KR-NP-XXXL,SET048,1,Kurta Set,XXXL,Dark Green
JNE3371-KR-XXXL,JNE3371,2,Kurta,XXXL,Light Green
JNE1951-KR-155-L,JNE1951,5,Kurta,L,Green
JAN8657-TP-L,JAN8657,6,Top,L,Brown
J0233-SKD-XXXL,J0233,36,Kurta Set,XXXL,Maroon
JNE3701-KR-XXL,JNE3701,88,Kurta,XXL,Orange
J0001-DR-M,J0001,19,Dress,M,Pink
JNE3924-TU-XXL,JNE3924,34,Top,XXL,Mint
JNE2114-KR-340-XL,JNE2114,9,Kurta,XL,Red
JNE3774-KR-XS,JNE3774,14,Kurta,XS,Teal
JNE3793-KR-S,JNE3793,98,Kurta,S,Maroon
JNE3835-KR-XXL,JNE3835,55,Kurta,XXL,Black
J0143-SET-S,J0143,2,Kurta Set,S,Green
JNE3546-KR-L,JNE3546,10,Kurta,L,Blue
JNE3794-KR-XS,JNE3794,26,Kurta,XS,Peach
JNE3788-KR-XL,JNE3788,18,Kurta,XL,Black
JNE3751-KR-L,JNE3751,2,Kurta,L,White
SET404-KR-NP-XXL,SET404,49,Set,XXL,White
SET131-KR-NP-M,SET131,4,Kurta Set,M,Blue
J0108-SKD-XS,J0108,4,Kurta Set,XS,Light Green
JNE3887-KR-S,JNE3887,56,Kurta,S,White
JNE3273-KR-XXL,JNE3273,2,Kurta,XXL,Maroon
SET172-KR-PP-XXL,SET172,65,Kurta Set,XXL,Multicolor
J0210-DR-XL,J0210,5,Dress,XL,Navy Blue
CH213-BROWN-M,CH213,4,Leggings,M,Brown
SET317-KR-PP-XXXL,SET317,7,Kurta Set,XXXL,Olive Green
SAR169,SAR169,45,Saree,FREE,Peach
J0377-SKD-XXXL,J0377,2,Set,XXXL,Beige
J0223-SKD-XS,J0223,16,Set,XS,Purple
J0160-TP-XXL,J0160,1,Top,XXL,Blue
SET369-KR-NP-XXL,SET369,4,Set,XXL,Light Pink
SET374-KR-NP-XL,SET374,38,Set,XL,Mustard
J0381-SKD-L,J0381,47,Set,L,Gold
J0173-DR-L,J0173,3,Dress,L,Red
JNE3797-KR-M,JNE3797,6,Kurta,M,Green
J0308-DR-XS,J0308,35,Dress,XS,Multicolor
J0180-DR-L,J0180,1,Dress,L,Pink
MEN5013-KR-L,MEN5013,7,Kurta,L,Maroon
NW012-TP-PJ-M,NW012,5,Night Wear,M,Green
JNE3704-KR-XXL,JNE3704,10,Kurta,XXL,Brown
BL090-S,BL090,11,Blouse,S,Peach
J0395-DR-XXL,J0395,3,Dress,XXL,Teal
SET219-KR-PP-M,SET219,5,Kurta Set,M,Turquoise Green
JNE3773-KR-XXL,JNE3773,5,Kurta,XXL,Grey
J0389-TP-S,J0389,23,Top,S,Teal
J0166-DR-M,J0166,3,Dress,M,Pink
J0380-SKD-S,J0380,27,Set,S,Pink
JNE3611-KR-M,JNE3611,217,Kurta,M,Black
J0246-SKD-XXXL,J0246,47,Kurta Set,XXXL,Off White
JNE3602-KR-L,JNE3602,128,Kurta,L,Pink
J0396-DR-XS,J0396,4,Dress,XS,Yellow
JNE3702-KR-XS,JNE3702,66,Kurta,XS,Light Green
JNE1978-KR-238-XXL,JNE1978,2,Kurta,XXL,Teal
JNE3417-KR-L,JNE3417,20,Kurta,L,Red
J0196-TP-L,J0196,1,Top,L,Green
JAN8619-KR-M,JAN8619,3,Kurta,M,Red
JNE2113-KR-381-XXL,JNE2113,6,Kurta,XXL,Multicolor
JNE3434-KR-XXL,JNE3434,3,Kurta,XXL,Mustard
JAN8615-TP-S,JAN8615,9,Top,S,Blue
JNE3482-KR-L,JNE3482,4,Kurta,L,Powder Blue
JNE2288-KR-L,JNE2288,35,Kurta,L,Yellow
JNE3736-KR-M,JNE3736,11,Kurta,M,Pink
JNE3473-KR-L,JNE3473,46,Kurta,L,Light Green
JAN8663-TP-L,JAN8663,9,Top,L,White
J0175-KR-XL,J0175,8,Kurta,XL,Maroon
BTM054-SK-XXL,BTM054,38,Skirt,XXL,Black
JNE3420-KR-S,JNE3420,9,Kurta,S,Pink
JAN8622-KR-NP-L,JAN8622,1,Set,L,Turquoise Green
JNE3784-KR-S,JNE3784,116,Kurta,S,Green
JNE3863-TU-L,JNE3863,4,Tunic,L,Light Blue
BTM036-PP-XXL,BTM036,3,Palazzo,XXL,Red
JNE3694-KR-XXL,JNE3694,6,Kurta,XXL,Cream
JNE3679-TU-XXXL,JNE3679,2,Tunic,XXXL,Blue
JNE3878-KR-M,JNE3878,55,Kurta,M,Wine
JNE3619-KR-L,JNE3619,10,Kurta,L,Black
NW038-ST-SR-XXL,NW038,9,Night Wear,XXL,Blue
BTM039-PP-XXXL,BTM039,4,Palazzo,XXXL,White
JNE3391-KR-XXXL,JNE3391,3,Kurta,XXXL,Pink
JNE3735-KR-L,JNE3735,6,Kurta,L,Beige
JNE3801-KR-XXL,JNE3801,2,Kurta,XXL,Pink
JNE3476-KR-XXL,JNE3476,6,Kurta,XXL,Peach
JNE3443-KR-XXL,JNE3443,89,Kurta,XXL,Beige
J0318-KR-S,J0318,1,Kurta,S,Black
J0168-DR-S,J0168,13,Dress,S,Sky Blue
J0162-SKD-XL,J0162,37,Kurta Set,XL,Mustard
J0237-SKD-XXXL,J0237,8,Kurta Set,XXXL,Orange
JNE3694-KR-S,JNE3694,6,Kurta,S,Cream
JNE3423-KR-XL,JNE3423,32,Kurta,XL,Black
JNE3467-KR-XXXL,JNE3467,4,Kurta,XXXL,Black
J0038-DR-L,J0038,1,Dress,L,Peach
JNE3769-KR-L,JNE3769,3,Kurta,L,Blue
BTM038-PP-M,BTM038,2,Palazzo,M,Black
SET348-KR-NP-L,SET348,10,Set,L,Pink
JNE3383-KR-XL,JNE3383,70,Kurta,XL,Dark Green
J0382-SKD-XL,J0382,13,Set,XL,Grey
JNE3476-KR-M,JNE3476,9,Kurta,M,Peach
JNE3831-KR-M,JNE3831,4,Kurta,M,Teal
JNE3833-KR-M,JNE3833,42,Kurta,M,Blue
JNE3556-KR-XL,JNE3556,18,Kurta,XL,Grey
JNE3925-TU-XXL,JNE3925,48,Top,XXL,Pink
JAN8663-TP-M,JAN8663,7,Top,M,White
JNE3607-KR-L,JNE3607,350,Kurta,L,Maroon
J0087-TP-XL,J0087,21,Crop Top,XL,Light Green
SET442-KR-NP-XS,SET442,45,Set,XS,Sky Blue
J0202-TP-XXXL,J0202,4,Top,XXXL,Blue
SET325-KR-NP-S,SET325,61,Kurta Set,S,Black
SET204-KR-DPT-S,SET204,5,Kurta Set,S,Green
SET342-KR-NP-XXL,SET342,43,Set,XXL,Off White
J0155-KR-L,J0155,2,Kurta,L,Green
J0391-TP-XS,J0391,20,Top,XS,Green
SAR160,SAR160,40,Saree,FREE,Black
JNE3470-KR-XXL,JNE3470,35,Kurta,XXL,Peach
JNE2131-KR-A-XXXL,JNE2131,8,Kurta,XXXL,Multicolor
JNE3466-KR-XS,JNE3466,11,Kurta,XS,Grey
SET400-KR-NP-XL,SET400,38,Set,XL,Blue
J0105-KR-XL,J0105,4,Dress,XL,Off White
SET037-KR-NP-XXL,SET037,7,Kurta Set,XXL,Peach
JNE2041-KR-297-XL,JNE2041,2,Kurta,XL,Red
SET194-KR-NP-S,SET194,53,Kurta Set,S,Mustard
J0278-SET-XXXL,J0278,9,Kurta Set,XXXL,Peach
SET091-KR-NP-M,SET091,1,Set,M,Beige
NW034-TP-PJ-XS,NW034,7,Night Wear,XS,Peach
SET131-KR-NP-S,SET131,10,Kurta Set,S,Blue
JNE3831-KR-XXL,JNE3831,3,Kurta,XXL,Teal
J0240-SKD-XL,J0240,4,Kurta Set,XL,Off White
PJNE3567-KR-4XL,PJNE3567,42,Kurta,"4XL",Blue
SET087-KR-PP-XS,SET087,4,Kurta Set,XS,Grey
J0004-SKD-M,J0004,61,Kurta Set,M,Grey
SET254-KR-NP-XXXL,SET254,2,Kurta Set,XXXL,Grey
